web-scraper-order,web-scraper-start-url,links,links-href,role name,place,description,job number,pages,pages-href
1686078012-45,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Cyber Security Analyst,https://www.totaljobs.com/job/cyber-security-analyst/stott-may-professional-search-limited-job100505737,Cyber Security Analyst,"London, South East","Cyber Security Analyst
Location: London
Salary: £60,000
Permanent 
Hybrid 


Job Description: 

This is an exciting opportunity to join the Cyber Security team at one of the UK's largest national infrastructure companies. My client is looking for an individual with a background in Information and Cyber Security Analytics. 

They are looking for an Analyst who will be responsible for improving information security by supporting Cyber Security processes and manage potential threats. 

The responsibilities include :

* Delivering assurance on risks at an organisational, service, project, programme, and functional levels
* Measuring, maintaining, and reporting against and presenting data to demonstrate and mitigate risk profiles.
* Perform risk assessments and advisory reviews
* Produce regular reports, and reviews as well as adhoc ones requested and share them with Management
* Stay up to date on developing regulatory and information security trends and collaborate to define information security standards and supporting policies.
* Have knowledge and experience of key technology concepts such as access control, confidential data, encryption, IT Security, data management, architectural and planning, regulatory concerns
 
Essential skills: 

* Ability to extract and summarise information such as learnings from risk, exercises and incidents for Senior Stakeholders and other colleagues.
* Proficiency or familiarity with data science, business intelligence, and data analytics, aware of data integration and modelling, along with presentation tactics and concepts.
* Support development and contribute to fit-for-purpose security policies and maintain baseline standards and patterns, frameworks and roadmaps with the team' that deliver the strategic goals, business priorities and comply with technical and industry/regulatory standards.
 
Ideal but not essential skills:

* Knowledge of common information security management frameworks, such as International Standards Organisation (ISO) 27001, the IT Infrastructure Library (ITIL) or the National Institute of Standards and Technology Cybersecurity Framework.
* Knowledge of Microsoft Technology stacks (including Active Directory, Sentinel/Defender and SharePoint)
* Experience in working with BI systems, with ability to create and build rich dashboards
* Studying for or achieved Professional security management qualifications and certifications, such as a Certified Information Systems Security Professional (CISSP), Certified Information Security Manager (CISM), Certified Information Systems Auditor (CISA) or other relevant credentials
* Experience of Cyber Security and/or Security within Critical National Infrastructure.


Apply today for more information.",Job ID: 100505737,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078015-46,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior Frontend Developer Artifical Intellgeince,https://www.totaljobs.com/job/senior-front-end-developer/understanding-recruitment-ltd-job100491049,Senior Frontend Developer Artifical Intellgeince,,,Job ID: 100491049,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078020-47,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Catastrophe Model Developer,https://www.totaljobs.com/job/model-developer/marsh-mclennan-companies-uk-job100480173,Catastrophe Model Developer,,"Global Model Development Team London, Global Model Solutions & Advisory.

The role provides ownership for larger scale model development projects within a global team of NatCat scientists, model developers and cat modellers. We offer career pathways that enable colleagues to learn and grow experience in the fields of natural disaster risk assessment, reinsurance, new technologies and data science.

 What can you expect?",Job ID: 100480173,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078026-48,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,RES Data Analytics Expert,https://www.totaljobs.com/job/data-analytics-expert/dhl-supply-chain-job100373732,RES Data Analytics Expert,"London, South East",,Job ID: 100373732,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078034-49,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Market Conduct Risk Algorithmic Trading Champion,https://www.totaljobs.com/job/market-risk-analyst/deutsche-bank-job100397345,Market Conduct Risk Algorithmic Trading Champion,,"Job ID:R0249700Full/Part-Time: Full-timeRegular/Temporary: RegularListed: 2023-05-11Location: London
Position Overview

Job Title Market Conduct Risk Algorithmic Trading Champion

Location London

Corporate Title Vice President

Deutsche Bank Investment Banking is one of the main providers of Electronic Trading solutions globally. It uses an array of electronic and algorithmic trading strategies and techniques to meet its obligations as markets participants and to fulfil its duties on behalf of its clients.

You will be joining the Strategic Analytics (Strats) Group as an Algorithmic Trading Champion to complement existing standards of controls and governance. You will work within the Risks & Controls Governance team which reports into the Head of Electronic Trading and Strats.

What we'll offer you

A healthy, engaged and well-supported workforce are better equipped to do their best work and, more importantly, enjoy their lives inside and outside the workplace. That's why we are committed to providing an environment with your development and wellbeing at its centre.

Hybrid Working

We understand that employee expectations and preferences are changing. We have implemented a Hybrid Working Model that enables employees to reach a working pattern that works for them. Eligible employees have the opportunity to work from the office and remotely from home (subject to the role's eligibility).

You can expect:",Job ID: 100397345,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078037-50,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Principle Data Engineer,https://www.totaljobs.com/job/principle-engineer/intec-select-job100368616,Principle Data Engineer,,"Principle Data Engineer - Up to £100k + Excellent benefits - Remote Working - Award Winning Marketing Agency

Overview:
An excellent opportunity has arisen with an award winning marketing agency as a Senior/Principle Data Engineer. Our client is a highly regarded, award winning company that is a global, full-service, digital marketing agency that works with some of the world's leading brands. 

Roles & Responsibilities:
• Ownership of the data engineering projects and solutions delivered by the Data Science and Tools team.
• Line management of Data Engineers (2-3 including contractors).
• Work closely with the data engineers and data scientists in our team to ensure the solution is fit for purpose, and that they can develop relevant components accordingly.
• Lead on the delivery, drawing from your own programming expertise or from more senior members of the team where relevant.
• Get under the skin of the data and systems required for the solution through working closely with the clients or client teams directly.
• Communicate the operation and results of these solutions to internal teams and clients to get feedback and ensure work is delivered per expectations.

Skills & Experience:
• Good python and SQL skills.
• Developing and maintaining ETL pipelines.
• Senior / Lead experience as a Data Engineer.
• Experience working with Google Cloud is essential.
• Experience in unit testing, producing clean/maintainable code and other software engineering best practices.
• Experience setting up CI/CD pipelines (Desirable).

Package:
• Up to £100k basic salary.
• Annual bonus opportunity too.
• 25 days holiday + bank holidays.
• Remote working.
• + Excellent Benefits (Pension, Life Insurance & Private Medical etc.)

Principle Data Engineer - Up to £100k + Excellent benefits - Remote Working - Award Winning Marketing Agency",Job ID: 100368616,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078042-51,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Principal Consultant - Data Science Business Development Manager,https://www.totaljobs.com/job/consultant-business-development/amey-uk-plc-job100513113,Principal Consultant - Data Science Business Development Manager,"London, South East",,Job ID: 100513113,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078045-52,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior Data Engineer - Azure - Home Working,https://www.totaljobs.com/job/senior-data-engineer/circle-group-job100336054,Senior Data Engineer - Azure - Home Working,,,Job ID: 100336054,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078051-53,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,"Analyst (Oil, Gas and Mining)",https://www.totaljobs.com/job/analyst/carbon-tracker-initiative-job100514859,"Analyst (Oil, Gas and Mining)",,,Job ID: 100514859,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078054-54,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Data Scientist,https://www.totaljobs.com/job/data-scientist/itecco-limited-job100422265,Data Scientist,,,Job ID: 100422265,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078068-55,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,"Principal SME, UTR MAP SME",https://www.totaljobs.com/job/subject-matter-expert/amazon-job100418464,"Principal SME, UTR MAP SME","London, South East",,Job ID: 100418464,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078071-56,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Product Manager - Casino Data,https://www.totaljobs.com/job/product-manager-data/henderson-scott-job100504508,Product Manager - Casino Data,"London, South East",,Job ID: 100504508,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078074-57,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior Manager Strategy Analytics,https://www.totaljobs.com/job/senior-manager-analytics/philip-morris-international-job100550595,Senior Manager Strategy Analytics,"London, South East","Be a part of a revolutionary change

At PMI, we've chosen to do something incredible. We're totally transforming our business, and building our future on smoke-free products with the power to improve the lives of a billion smokers worldwide. With huge change, comes huge opportunity. So, wherever you join us, you'll enjoy the freedom dream up 
and deliver, better, brighter solutions and the space to move your career forward in endlessly different directions.

The Operations function, thanks to its global scale and drive for innovation, is playing a meaningful role in PMI's business transformation. Our mission is to produce and deliver products to our markets and into the hands of our consumers in a sustainable way. Operations is at the center of a powerful triangle of 
deep consumer connection, product innovation and executional excellence.

Our people are passionate, determined and innovative. From procurement, to manufacturing and throughout our supply chain, you'll have plenty of opportunities to leave your mark in this transformational journey to deliver better, smoke-free alternatives to millions of adult smokers around the world.

For our Digital & Strategy team in London, UK, we are therefore looking for a Senior Manager - Analytics. This is an exciting role, where you will be responsible not only for the strategy and roadmap but also delivery of analytics capabilities. The role includes taking the lead on analytics from ideation to prototyping until industrialization. 

In this position, you will:

•	Lead the analytics COE for Operations. This is a global hub for leading and delivering enterprise level analytics 
•	Create the roadmap and deliver it for all functions across operations. The roadmap is not just a bottom up consolidation of what functions need, but also top down derived based the analytics capabilities to support delivering the business strategy 
•	Lead the team of external + internal talent to partner the functions and support analytics ideas through the journey of ideation to prototyping 
•	Work with the IT analytics team to industrialize the capabilities (program management for all analytics industrialized solutions). 
•	Role involves business translation for what is needed into technical language and holding IT accountable to delivering it and functions accountable to using it an landing benefits 
•	Partner senior leadership like functional VP's and SVP to uplift the analytics agenda 
•	Create more opportunities to move from descriptive to prescriptive analytics
•	Change the ways of working in operations to use analytics to make decisions for all critical processes 
•	Operationally, lead analytics projects with setting up and leading a cross functional team including both internal and external partners. This involves operationally running projects like setting up scrum teams with leads, clearing the scope of delivery for sprints, setting up governances and running boards.
•	Handle costs and spends across all the projects and manage the contracting models with the vendor.
•	Work with the business teams to trap and track the value from the different initiatives.
•	Problem solving to de-bottleneck issues in prototyping to delivery 
•	Change management across business teams for embedding and adopting new ways of working with digital solutions
•	Lead the data governance for all operations. 
•	Performance management for analytics delivery through internal and external business teams & IT teams 
•	In a nutshell, approach the analytics capability wholistically i.e. what is needed (capability), what is the value it will deliver (benefit), how it will be used (change management), data needed (data governance and quality), delivering it on time (delivery performance)

We're looking for someone with:
•	University degree in Engineering / Technical areas
•	Masters degree or MBA or certifications in areas of data science/analytics are a plus
•	Experience in being a product owner, analytics business translator and leading / delivering analytics solutions as a business lead 
•	Total of 10-12 years minimum in analytics, which can cover a range of roles like product owner, analytics expertise (AI/ML modeling), project management, delivery lead 
•	SME knowledge in 1 or more functional areas e.g. procurement, manufacturing, etc 
•	Experience in leading and delivering analytics capabilities 
•	Experience in projects around data governance and data quality are a plus
•	Ability to lead internal and external teams
•	Vendor management, performance management of delivery partners 
•	Problem solving & Strategic thinking skills. 

What we offer:
Our success depends on the talented employees who come to work at PMI every single day with a sense of purpose and an appetite for progress. Join PMI and you too can:

• Seize the freedom to define your future and ours. We'll empower you to take risks, experiment and explore.
• Be part of an inclusive, diverse culture, where everyone's contribution is respected; collaborate with some of the world's best people and feel like you belong.
• Pursue your ambitions and develop your skills with a global business - our staggering size and scale provides endless opportunities to progress.
• Take pride in delivering our promise to society. To deliver a smoke-free future

#LiHYBRID",Job ID: 100550595,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078077-58,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior Commercial Asset Manager - Battery Energy Storage,https://www.totaljobs.com/job/senior-asset-manager/igloo3-ltd-job100540312,Senior Commercial Asset Manager - Battery Energy Storage,"London, South East",,Job ID: 100540312,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078081-59,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior Pricing Analyst,https://www.totaljobs.com/job/senior-pricing-analyst/axa-job100530855,Senior Pricing Analyst,"London, South East","It's an exciting time to join the Retail Pricing team here at AXA. This is a fast-paced environment where frequent changes in the competitive landscape, data availability and modelling methods present an ongoing challenge to maintain and improve AXA's standing in Direct and Intermediated Motor Insurance markets. Changes we implement are measurable very quickly so our team's contribution is recognisable - equally we have accountability for our proposals! Working with a highly skilled technical team, you will have a passion for modelling, statistics and innovating. 
 
At AXA we work smart, empowering our people to balance their time between home and the office in a way that works best for them, their team and our customers. You'll work 40% of your week in our London office, visiting clients or attending industry events. 
 
What you'll be doing:",Job ID: 100530855,4,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=4
1686078089-60,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Data Analytics Senior Analyst,https://www.totaljobs.com/job/analytics-analyst/high-finance-uk-limited-job100471129,Data Analytics Senior Analyst,,,Job ID: 100471129,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078092-61,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Junior Quantitative Analyst,https://www.totaljobs.com/job/junior-quantitative-analyst/spectrum-it-recruitment-south-ltd-job100521074,Junior Quantitative Analyst,"City of London, London",,Job ID: 100521074,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078098-62,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,"Sr RevOps manager, Amazon Freight",https://www.totaljobs.com/job/senior-manager/amazon-job100419388,"Sr RevOps manager, Amazon Freight","London, South East",,Job ID: 100419388,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078101-63,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Risk & Control Manager - Data Analytics and Modelling Expert,https://www.totaljobs.com/job/risk-and-control-manager/deutsche-bank-job100429758,Risk & Control Manager - Data Analytics and Modelling Expert,,"Job ID:R0266673Full/Part-Time: Full-timeRegular/Temporary: RegularListed: 2023-05-17Location: London
Position Overview

Job Title Risk & Control Manager - Data Analytics and Modelling Expert

Location London

Corporate Title Vice President

Deutsche Bank benefits from having a highly experienced and dedicated Anti-Financial Crime (AFC) function, which performs a crucial role in keeping Deutsche Bank's business operations and global financial services clean from financial crime while serving the interests of the Bank and society. Our regional/global matrix structure allows for flexible responses to challenges in the core areas of: Anti-Money Laundering, Sanctions & Embargoes, Anti-Fraud, Bribery & Corruption, Investigations & Intelligence, Monitoring & Screening, and Risk Assessment.

Our AFC Team will provide you with opportunities to learn, grow and define your career. We foster an open, diverse, and inclusive team culture, that is engaged and well-supported for prosperity and enjoyment of a life/work balance.

Reporting to the Head of Risk Assessment Modelling & Data, your responsibility is to continuously develop the AFC Risk Assessment Models by applying empirical statistics and data analytics.

What we'll offer you

A healthy, engaged and well-supported workforce are better equipped to do their best work and, more importantly, enjoy their lives inside and outside the workplace. That's why we are committed to providing an environment with your development and wellbeing at its centre.

Hybrid Working

We understand that employee expectations and preferences are changing. We have implemented a Hybrid Working Model that enables employees to reach a working pattern that works for them. Eligible employees have the opportunity to work from the office and remotely from home (subject to the role's eligibility).

You can expect:",Job ID: 100429758,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078104-64,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior RevOps Manager,https://www.totaljobs.com/job/senior-manager/amazon-job100424391,Senior RevOps Manager,"South East, UK",,Job ID: 100424391,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078107-65,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Strategic Marketing Effectiveness Lead,https://www.totaljobs.com/job/marketing-lead/datatech-analytics-job100430194,Strategic Marketing Effectiveness Lead,,"Strategic Marketing Effectiveness Lead
(Senior/Executive Director - hands on)
Location: London/Hybrid
Salary: Negotiable £75,000 - £100,000 DoE
J12549

A leading media agency are searching for a Senior Business Director or Executive Director to join the team, to help provide best in class strategic and statistical analysis, and marketing effectiveness solutions for private sector clients and media agencies. 

Crucial to the role is having strong applied statistical skills, as well has having a good ability to manage a team and be able to successfully liase with clients and stakeholders. A sound ability to craft the story' from the analysis is vital, to deliver valuable and useful insights to our clients and stakeholders. Also solid data science skills are needed to advise the data and anallytics team, as well as knowledge of media data systems and disaggregate data sources and systems. 

You will be required to
• Have good experience of working in marketing effectiveness, excellent analytic and statistical capabilities and effective project management skills as well as client and agency facing skills
• Be involved with day to day management of multiple client projects, managing a team and working to improve processes and templates for increased efficiency
• Involvement in future development and quality control strategy of the database (campaign level data), Line of sight system (weekly metrics, when available) and disaggregate datasets plus automation of flow between theses.
• Coaching and development of the team (junior analysts to managers) working on reporting, visualisation and analytical projects along with line management responsibility - the professional and technical development of team members
• Lead and develop internal stakeholder relationships within media agencies, acting as the expert for your field, 
• Excellent data communication and presentation skills 
• Responsible for project management, setting project milestones, including delivery of projects to deadlines together with other senior managers

You need to be
• Highly organised, self-motivated and proactive, with the ability to manage the delivery of projects across internal and external clients effectively 
• Strong attention to detail is essential with clear/concise communication both verbal and written to a number of audiences
• Proactive, collaborative and positive attitude with all stakeholders 
• Good understanding of classical statistics, but strong leader in machine learning, automation , reporting and simulation techniques
• Ninja level MS Excel
• Experience and passion for improving data systems, analysis, reporting and flow,with skills in both R and Python. 

If this sounds like the role for you then please apply today! 

Alternatively, you can refer a friend or colleague by taking part in our fantastic referral schemes! If you have a friend or colleague who would be interested in this role, please refer them to us. For each relevant candidate that you introduce to us (there is no limit) and we place, you will be entitled to our general gift/voucher scheme.

Datatech is one of the UK's leading recruitment agencies in the field of analytics and host of the critically acclaimed event, Women in Data. For more information, visit our website: www.datatech.org.uk",Job ID: 100430194,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078111-66,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior Product Manager,https://www.totaljobs.com/job/senior-product-manager/deliveroo-job100487434,Senior Product Manager,"London, South East",,Job ID: 100487434,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078114-67,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Apprentice Data Engineer,https://www.totaljobs.com/job/apprentice-data/department-for-transport-job100505580,Apprentice Data Engineer,,,Job ID: 100505580,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078117-68,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Product Manager,https://www.totaljobs.com/job/product-manager/london-stock-exchange-job100549493,Product Manager,"London, South East","Quantile offers market-leading optimisation services that reduce counterparty risk, notional and capital requirements to increase the efficiency and liquidity of derivatives markets, improve returns for clients, and make the financial system safer.

We are part of LSEG's Post Trade division, where we connect a network of participants and use advanced algorithms to reduce risk and release capital. Since launch, our services have eliminated trillions of dollars of gross notional through interest rate compression and billions of dollars in initial margin and capital requirements through counterparty risk optimisation.

Our clients, including all the top tier global banks, regional banks, buy-side firms and other large institutional market participants, are serviced from offices in London, New York and Amsterdam - with Tokyo coming soon.

We are seeking a Product Manager to join our team. The ideal candidate will contribute to the design of new products, continuously enhance existing products/services, work with the engineering team to ensure product enhancements are delivered to clients, and communicate effectively with clients regarding product features and optimization results.

 Key Responsibilities:",Job ID: 100549493,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078120-69,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Business Systems Developer,https://www.totaljobs.com/job/business-systems-developer/lloyd-recruitment-east-grinstead-job100540716,Business Systems Developer,"Crawley (RH10), Crawley",,Job ID: 100540716,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078123-70,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Commercial Asset Manager - Battery Energy Storage,https://www.totaljobs.com/job/commercial-manager/igloo3-ltd-job100541779,Commercial Asset Manager - Battery Energy Storage,"London, South East",,Job ID: 100541779,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078126-71,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Technical Asset Manager - Battery Energy Storage,https://www.totaljobs.com/job/technical-asset-manager/igloo3-ltd-job100542033,Technical Asset Manager - Battery Energy Storage,"London, South East",,Job ID: 100542033,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078129-72,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior Risk Consultant,https://www.totaljobs.com/job/senior-risk-consultant/sanderson-recruitment-job100540284,Senior Risk Consultant,"City of London (EC1), City of London",,Job ID: 100540284,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078132-73,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Client Travel Partner,https://www.totaljobs.com/job/client-partner/the-jm-longbridge-group-job100545341,Client Travel Partner,"City of London, London","Role: Client Travel Partner 
Salary: £140,000-£150,000
Location: City of London 

You will join a market leading Global Financial Services company who offer expertise in data science, change management and transformation for customers within the Financial Technology industry. This is an exciting opportunity to join a growing team who have amassed more than 700 clients worldwide. You will join their business unit that is responsible for their travel domain. 

Experience required: 
+You will have experience with large deals within the travel domain (ACV&TCV-between £5million and £50miliom). 
+Yo will have a track record of successfully maintaining relationships with COO's, CFO's and CEO's. 
+You will have experience with architecture proposals (RFP/RFIs). 
+You will have experience in managing long term complex multimillion pound products, services or solutions within the specific markets.


The JM Longbridge Group is operating and advertising as an Employment Agency for permanent positions and as an Employment Business for interim / contract / temporary positions. The JM Longbridge Group is an Equal Opportunities employer and we encourage applicants from all backgrounds.",Job ID: 100545341,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078135-74,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Energy Manager ( Hybrid ),https://www.totaljobs.com/job/energy-manager/ernest-gordon-recruitment-job100550436,Energy Manager ( Hybrid ),"Watford (WD17), Watford",,Job ID: 100550436,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078138-75,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Quantitative Analyst,https://www.totaljobs.com/job/quantitative-analyst/spectrum-it-recruitment-south-ltd-job100548976,Quantitative Analyst,"City of London, London",,Job ID: 100548976,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078142-76,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Lead React/Full Stack Software Engineer,https://www.totaljobs.com/job/lead-full-stack-engineer/mastercard-job100479372,Lead React/Full Stack Software Engineer,,"Job Title:

Lead React/Full Stack Software Engineer

Overview:

Job Description Summary
Mastercard is a global technology company in the payments industry. Our mission is to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart, and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments, and businesses realize their greatest potential.
Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. With connections across more than 210 countries and territories, we are building a sustainable world that unlocks priceless possibilities for all.

Overview
We are looking for a full stack software engineer to help build and deliver the user interface to products and services powered by payments data to find and stop financial crime. You'll join an award winning team with a proven track record of combining data science technique with an intimate knowledge of payments data to aid Financial Institutions in their fight against money laundering and fraud. Headquartered in The City of London, we craft bespoke algorithms that help our clients gain an understanding of the underlying criminal behaviour that drives financial crime, empowering them to take action.

As part of the application development team, your role will focus on creating the customer interaction layer to our products. This will involve iterating existing products and designing and developing new ones. You'll work as a part of a product focussed team including product managers, data scientists, developers and devops.

Role

• Assist in task planning and review as part of a sprint based workflow.

• Take personal responsibility for creating and maintaining the customer facing UI's to our products. 

• Develop according to UX design patterns (new and established).

• Write production ready code.

• Iterate design and build to solve bugs, improve performance and add new features.

• Write tests with high coverage including unit, contract, e2e and integration.

• Containerise your services and make ready for deployment onto a k8s environment using helm charts.

• Version control code with git and build, test and deploy using ci/cd pipelines.

• Build and test remotely on your own machine and deploy to cloud based platform.

• Review team members code, identifying errors and improving performance and readability.

All About You
First and foremost you enjoy building products to solve real, pressing problems for your clients. You enjoy working in a team, and have an interest in data science and how advanced algorithms may be deployed as product offerings.

You are excited by new technology and new approaches to development, and are keen to promote their use in an enterprise setting. You are detail oriented, and enjoy writing and reviewing code to a high standard with tests to prove it.

• Demonstrable ability to write React based applications in a production context. You are happy to learn new programming languages and frameworks as necessary.

• Knowledge and experience of integrating UI's with backend services (RESTful APIs) including testing and deployment.

• Solid grasp of the fundamentals of JavaScript and modern language features.

• Experience with large volumes of data.

• You have experience with, and are interested in, contemporary approaches to service design, including the use of containers and container orchestration technologies, streaming data platforms, APIs and in-memory/NoSQL stores.

• You are comfortable working in a devops based software development workflow, including sprint planning, testing, and continuous integration. You are also happy to be evolve along with the development processes, and contribute to its development.

• You are comfortable communicating with a range of stakeholders, including subject matter experts, data scientists, software engineers and enterprise devops and security professionals.

• Ability to engage with best practices for code review, version control, and change control, balancing the need for a quality codebase with the unique and particular demands of early stage product research.",Job ID: 100479372,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078145-77,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Product Manager - Personalisation,https://www.totaljobs.com/job/product-manager/sainsbury-s-job100530019,Product Manager - Personalisation,,"Job Description 
We are a multi-channel, multi-brand business serving millions of customers a day, with the UK's largest loyalty scheme and an ever-evolving set of digital platforms. All of this equals over 1.2 billion transactions each year, presenting a volume, depth, and complexity of data that few can match. 
 
We don't think we're exaggerating when we say we have the most exciting data set in the country. And from the insights gained, we build scalable, high-performance products using innovative technology that give our customers an amazing shopping experience. In an inclusive, agile environment, you will have the space to be curious, to experiment, and to solve real-world challenges. And you will get to see your creations in the hands of millions of people across the UK. 
 
In this Product Manager role, you will be at the forefront of innovation in the eCommerce space with the opportunity to make a significant impact. Via a data-drive approach you will develop and own our Personalisation strategy and roadmap, working with an in-house team of brilliant engineers to deliver and support great, targeted digital experiences for millions of customers across four of the biggest brands in UK retail, across multiple channels. 
 
Data and analytics will be at the forefront of the role, from bringing different data sources together to create targeted experiences, to using analytics to analyse the performance of these experiences against pre-defined KPIs (key performance indicators). 
 
You'll be focused on understanding customer needs for specific products, building and owning their product roadmap and delivering the strategy for their products. You'll have a flair for creative problem solving and enthusiasm for supporting delivery of change through people and technology. 
 
Working in Agile teams, you'll build a highly collaborative relationship with your Engineering colleagues, other Product Managers, and Experience Design, supporting in defining, delivering, and iterating features and finding creative ways to deliver great experiences for our customers. 
 
You'll utilise a variety of techniques to develop your understanding of the tech landscape and customer expectations of technology, using product metrics to prioritise their specific product roadmap effectively and seeking out data and insights to allow you to make informed decisions. 
 
More about the role:",Job ID: 100530019,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078148-78,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Management Consultant -Retail Commercial Transformation - London/Manchester/Glasgow,https://www.totaljobs.com/job/consultant-commercial/capgemini-uk-job100489184,Management Consultant -Retail Commercial Transformation - London/Manchester/Glasgow,"London, South East",,Job ID: 100489184,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078151-79,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Information Manager,https://www.totaljobs.com/job/information-manager/aecom-job100488075,Information Manager,"London, South East",,Job ID: 100488075,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078154-80,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Data Product Manager - Data Discovery & Observability,https://www.totaljobs.com/job/data-product-manager/ovo-energy-job100492525,Data Product Manager - Data Discovery & Observability,"London, South East",,Job ID: 100492525,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
1686078157-81,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Infrastructure Digital Consultant,https://www.totaljobs.com/job/infrastructure-consultant/mott-macdonald-job100502149,Infrastructure Digital Consultant,"London, South East",,Job ID: 100502149,3,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=3
